,Source,Unit,Bedroom,Bathroom,Gross Price,Net price,Sqft,Floor,Image source,Address,Borough,City,State,Building Name,Neighborhood,Status,Amenity,Description,Availability,Floor_plan,Date_present,Created At,Updated At,Closing Date
168,https://www.compass.com/listing/34-prospect-street-unit-3-jersey-city-nj-07307/988535184385617961/,3,2,2,2150,,850,,,"34 Prospect St, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,34 Prospect St,The Heights,Rental,Air Conditioning; Hardwood Floors; Private Patio; Washer / Dryer in Unit; ,"Beautiful 2br 2ba in a fantastic JC Heights location! Enjoy the hardwood floors, in-unit washer/dryer, private patio, and shared backyard! Located close to the \""100 steps\"" into Hoboken, supermarket, and bus stop to port authority! Optional +$500 for everything furnished including TV’s and channels. Multiple units available.",,34 Prospect St_3,0,25-03-2022,25-03-2022,
169,https://www.compass.com/listing/568-communipaw-avenue-unit-204-jersey-city-nj-07304/1005057508093666585/,204,0,1,1700,,470,2,,"568 Communipaw Ave, Jersey City, NJ 07304",Jersey City,Jersey City,NJ,568 Communipaw Ave,Astor Place,Rental,Air Conditioning; Central AC; Contemporary; Gym; Hardwood Floors; Laundry; Package Room; Stainless Steel Appliances; Washer / Dryer in Unit; ,"2nd month free on 15 month leases. Welcome to The Smooth On Lofts located at 568 Communipaw Ave in the Junction Section of Bergen-Lafayette. 18 boutique, loft-style rentals packed with historical charm and great amenities. Each unit offers open floor plan living, hardwood floors, designer kitchens with quartz countertops and stainless steel appliances, in-unit laundry, custom lighting, an abundance of closet space, and central A/C. Sleek, contemporary fixtures and finishes complement the historical details beautifully, from the black-and-white tiled bathrooms to the sleek white custom cabinetry. Amenities include a sleek, open and inviting lobby with secured package room and bicycle storage. Work stations located in the common area plus, a state-of-the art fitness center and a cozy community lounge area. Stroll the tree-lined streets to discover delicious food, coffee shops, parks, breweries, and boutiques. Venture over to Liberty State Park and take in the beautiful views of the NYC skyline. Plus, you'll be within biking or walking distance of the Garfield Avenue or Liberty State Park Light Rail stations as well as the bus direct to NYC on Kennedy Blvd. Pets welcome! Take advantage of our deposit-free renting option! Available now!",,568 Communipaw Ave_204,0,25-03-2022,25-03-2022,
170,https://www.compass.com/listing/329-danforth-avenue-unit-2-jersey-city-nj-07305/986476244855223273/,2,2,1,2050,,,,,"329 Danforth Ave, Jersey City, NJ 07305",Jersey City,Jersey City,NJ,329 Danforth Ave,Greenville,Rental,Porch; ,"Welcome home to this cozy 2bd, 1ba apartment with a porch. The unit is newly renovated with freshly painted, brand new countertops, hardwood floor throughout and updated bathroom. Washer/dryer hook-up. Unit is conveniently located close to John F. Kennedy Blvd. and University. Easy access to NJ transit buses, highways and all kinds of shopping at your doorstep. Bus and light rail to NYC or anywhere in NJ within minutes. College students and professors are welcome.",,329 Danforth Ave_2,0,25-03-2022,25-03-2022,
171,https://www.compass.com/listing/2705-summit-avenue-unit-3-jersey-city-nj-07306/992826720019850761/,3,3,1,1900,,,,,"270.5 Summit Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,270.5 Summit Ave,The Heights,Rental,Air Conditioning; Bay Windows; Private Outdoor Space; ,"This newly refinished rental has three bedrooms and a well-designed bathroom. Loads of light streams in through the large bay windows and into the open floorplan living and wood tile flooring throughout. Beautiful kitchen offers gleaming quartz counters, brand new appliances and shaker cabinetry. Located in walking distance to Journal Square PATH and neighborhood, and directly off the main thoroughfare of Montgomery, this property is primed to offer the best of both location and flexibility.",,270.5 Summit Ave_3,0,25-03-2022,25-03-2022,
172,https://www.compass.com/listing/207-bowers-street-unit-3l-jersey-city-nj-07307/1002024958078544825/,3L,2,1,2500,,,3,,"207 Bowers St, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,207 Bowers St,The Heights,Rental,Air Conditioning; Laundry in Building; Pet Friendly; Pets Conditional; ,"Apartment offers 661 sqft of open concept living that is also furnished. It was newly renovated and furnished shortly there after. It is conveniently located near all transportation, shopping centers, parks, and food venues. Here are the need to know's and requirements: financial:one months rent- $2,500sec. Section 8 is welcomed. propcode=1&unit=16529 FROM ALL ADULTS APPLYING, LAST MOST RECENT 3 PAYSTUBS(PROOF OF INCOME)RECENT BANK STATEMENTS(BLOCK OUT ACCOUNT NUMBER), RENTAL APPLICATION, AND IF SELF EMPLOYED, NEEDED WILL BE THE RECENT TWO INCOME TAX DOCUMENTS.",03/14/2022,207 Bowers St_3L,1,25-03-2022,25-03-2022,
173,https://www.compass.com/listing/244-cator-avenue-unit-1-jersey-city-nj-07305/988446564958297937/,1,1,1,1600,,720,,,"244 Cator Ave, Jersey City, NJ 07305",Jersey City,Jersey City,NJ,244 Cator Ave,Greenville,Rental,,"2 bedroom apartment in a desirable section of greenville, jersey city. 1 large bedroom with a smaller bedroom. Smaller bedroom has a separate entrance from the hallway. Under 40 min to nyc on express bus in the corner  2nd fl SPACIOUS kitchen Lots of kitchen storage",,244 Cator Ave_1,0,25-03-2022,25-03-2022,
174,https://www.compass.com/listing/340-fairmount-avenue-unit-105-jersey-city-nj-07306/997350660883905281/,105,1,1,1800,,780,1,,"340 Fairmount Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,340 Fairmount Ave,McGinley Square,Rental,Air Conditioning; Basement; Dishwasher; Eat-in Kitchen; Elevator; Gym; Hardwood Floors; High Ceilings; Hot Water Included; Intercom; Laundry; Laundry in Building; Stainless Steel Appliances; Video Intercom; Washer / Dryer in Unit; ,"Spacious 1-bedroom apartment with large living room, separate eat-in kitchen and a bedroom that will leave you with more space than you'll know what to do with! It has gorgeous high ceilings, original hardwood floors throughout, and stainless steel appliances including a dishwasher! Shared washer/dryer in basement. Located right by Saint Peter's University just blocks away from the Journal Square PATH train / bus terminal and Lincoln Park. Close to shops, stores, restaurants, parks, universities, gyms and more! The building features an elevator, on site super, laundry room and video intercom. Heat and Hot Water included.",,340 Fairmount Ave_105,0,25-03-2022,25-03-2022,
175,https://www.compass.com/listing/1405-adams-street-unit-506-hoboken-nj-07030/1002268018683257633/,506,1,1,3250,,780,5,,"1405 Adams St, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,1405 Adams St,Northwest Hoboken,Rental,Air Conditioning; Barbecue Area; Doorman; Dryer; Elevator; Garage; Gym; High Ceilings; Kitchenette; On-site Parking; Parking Available; Parking Included; Private Outdoor Space; Resident's Lounge; Stainless Steel Appliances; Washer; Washer / Dryer in Unit; ,"Edge Lofts newest property, Edge Adams has officially arrived in Hoboken's up-and-coming north end. The state-of-the-art Edge / Adams offers sustainably crafted one and two bedroom residences created for the stylish urbanite. Every detail was designed for a healthy, active life, from the in-house fitness center to the environmentally conscious, LEED certified buildings. Residence interior finishes and community amenities include: Residents’ lounge with entertainment options, kitchenette, and play area On-site parking including an automated parking system 2,786 sq ft outdoor terrace with lush native landscaping, barbecue grill and lounge, private fitness center, Indoor bike storage, white oak wood plank flooring, high ceilings, custom Italian-inspired kitchen cabinets and Caesarstone countertops Stainless Steel appliances Washer and Dryer Oversized operable windows - High efficiency central air heating + cooling, Moen bathroom fixtures, porcelain wall and floor tile, custom vanity with Caesarstone top in bathroom. Tenant is responsible for utilities. Parking available ($275mthly).",,1405 Adams St_506,0,25-03-2022,25-03-2022,
176,https://www.compass.com/listing/274-5th-street-jersey-city-nj-07302/1005034454814626721/,,1,1,1750,,,,,"274 5th St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,274 5th St,Harsimus,Rental,,,04/01/2022,274 5th St_,1,25-03-2022,25-03-2022,
177,https://www.compass.com/listing/55-bowers-street-unit-3-jersey-city-nj-07307/989254907012176073/,3,2,2,2400,,1000,,,"55 Bowers St, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,55 Bowers St,The Heights,Rental,Air Conditioning; Basement; Hardwood Floors; Laundry; Laundry in Building; Skylight; Stainless Steel Appliances; Top Floor; ,"Bright and airy 1000 square foot 2 bedroom/2 Bathroom top floor duplex apartment for rent located 2 blocks from Riverview Park in Jersey City Heights. The living area features soaring 15' ceilings with 2 skylights capturing every moment of natural sun. Updated open concept kitchen with stainless steel appliances and room for dining area. The quiet top floor master bedroom is complete with plenty of closet space, hardwood floors and master bathroom with dual vanity. To complete the package, there is a dedicated laundry unit in the basement. Located on a quiet street just steps away from Palisades Avenue featuring city transportation, Citi-Bike station, parks, restaurants and coffee shops. This apartment defines the new Heights lifestyle with weekly Farmer's Markets, local entertainment and shopping.",04/07/2022,55 Bowers St_3,1,25-03-2022,25-03-2022,
178,https://www.compass.com/listing/60-cottage-street-unit-5d-jersey-city-nj-07306/997951461088919209/,5D,1,1,2250,,,5,,"60 Cottage St, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,60 Cottage St,Five Corners,Rental,Air Conditioning; Elevator; Hot Water Included; Laundry in Building; No Dogs; Private Outdoor Space; ,"Welcome to this Newly renovated spacious apartment in a charming prewar elevator building! This unit is located in the heart of Journal Square, Jersey City! Minutes walk to the path, restaurants, shops, high ways and other public transportation. Heat and hot water included! Pets allowed (no dogs).",,60 Cottage St_5D,0,25-03-2022,25-03-2022,
179,https://www.compass.com/listing/204-north-street-unit-3d-jersey-city-nj-07307/989822742114274793/,3D,2,1,2500,,1000,3,,"204 North St, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,204 North St,West Slope,Rental,Air Conditioning; Assigned Parking; Doorman; Formal Dining Room; Intercom; Laundry; Laundry in Building; Parking Included; Security System; Washer / Dryer in Unit; ,"Stunning modernized units available for rent in renovated JC Heights building! On site parking included in the rent. Apartment features spacious floor plan with oversized living room & dining room and fully equipped kitchen with new Samsung appliances. two king sized bedrooms, subway tiled bathrooms and ample storage space- 7 storage closets  in the apartment! Natural light beams throughout the spacious floor plan with large bedrooms. Amenities include an assigned parking spot, brand new laundry room, bike rack, butterflyMX intercom & security system and additional storage space! Close to NYC transit, Light Rail, JSQ Path, and Hoboken!",,204 North St_3D,0,25-03-2022,25-03-2022,
180,https://www.compass.com/listing/132-yale-avenue-unit-349-jersey-city-nj-07304/993434656812842729/,349,3,3,3770,,,3,,"132 Yale Ave, Jersey City, NJ 07304",Jersey City,Jersey City,NJ,132 Yale Ave,Hackensack River Waterfront,Rental,Air Conditioning; Custom Closet; Doorman; Dryer; Elevator; Gym; Parking Included; Pool; Spa; Stainless Steel Appliances; Washer; Washer / Dryer in Unit; Window Treatments; ,"Price reflects the net effective rent with 2 months free on a 14 month lease. The Agnes is Jersey City’s newest luxury rental community featuring this spacious three-bedroom residence consisting of designer kitchens with Quartz countertops, stainless steel appliances, floor-to-ceiling windows, in-home washer and dryer, custom closets and complimentary window treatments. There's also a robust amenity package boasting an attended lobby, outdoor pool and sundeck, BBQs and dining areas, resident lounge, fitness center, co-working spaces, community kitchen, dog run and spa, shuttle service to the PATH, and more. Our elevated design aesthetic encourages tranquility, curiosity, and productivity. Schedule a visit today!",,132 Yale Ave_349,0,25-03-2022,25-03-2022,
181,https://www.compass.com/listing/85-broadway-unit-3e-jersey-city-nj-07306/1003964077152412633/,3E,1,1,1700,,,3,,ERROR,ERROR,Jersey City,ERROR,ERROR,Journal Square,Rental,Air Conditioning; Garage; Intercom; Laundry; Laundry in Building; No Pets; Parking Included; Underground Parking; Video Intercom; ,"Immaculately maintained and newly painted 1 bd 1 bth. 4 Blocks to Journal Sq , video intercom ,on-site laundry, underground parking, 5x5 storage room all included with rent. Immaculately maintained and newly painted 1 bedroom apartment. 4 Blocks to Journal Sq , video intercom ,on-site laundry, underground parking, additional 5x5 storage room all included with rent.",03/17/2022,ERROR,1,25-03-2022,25-03-2022,
182,https://www.compass.com/listing/206-7th-street-unit-1l-jersey-city-nj-07302/993685031973053769/,1L,1,1,2200,,725,1,,"206 7th St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,206 7th St,Hamilton Park,Rental,Formal Dining Room; Hardwood Floors; High Ceilings; Laundry; Laundry in Building; ,"Charming one bedroom with a large sunny living room and formal dining room. Located on a pretty tree-lined street...just 2 blocks to Historic Hamilton Park and/or Pavonia/Newport Center, Path Train, Mall & Waterfront. Modern kitchen and bathroom. Original details include high ceilings with crown moldings and medallions, marble mantel, sliding pocket door and hardwood floors. Good closet space. Shared backyard and coin operated laundry. Steps to local Hamilton Park pubs and ale houses.",,206 7th St_1L,0,25-03-2022,25-03-2022,
183,https://www.compass.com/listing/55-jordan-avenue-unit-1506-jersey-city-nj-07306/1002960398307052665/,1506,1,1,2475,,,15,,"55 Jordan Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,55 Jordan Ave,McGinley Square,Rental,Air Conditioning; Breakfast Bar; Doorman; Dryer; Elevator; Full-Time Doorman; Garage; Gym; Laundry; Laundry in Building; Private Outdoor Space; Washer; Washer / Dryer in Unit; ,"This stunning 1 bedroom apartment with EAST views has amazing views of the NYC skyline. The beautifully designed kitchen features tons of storage, all new stainless-steel appliances, a fantastic island with breakfast bar and open shelving within the cabinets. All of our 1 bedroom apartments come with a WALK IN closet! Only a few more of these beautiful east facing apartments are available! --- Amenities include a secure attended lobby with a full-time doorman, spacious rooftop terrace with BBQ stations, a dog run & plenty of chairs, tables & lounge chairs. The second-floor lounge includes a pool table, sofa with large flat screen TV, a record player with plenty of records to choose from & a foosball table. Our 2 fully equipped fitness centers have everything you need from cardio machines to strength training & even a yoga room. Last but certainly not least is our business center/co-working space with conference rooms for privacy & a large table with charging stations to spread out and get all your work done. We also have a large laundry room with lots of washers & dryers for tenants. In unit W/D is an available upgrade for all apartments. Wi-Fi is provided in ALL the amenity spaces. --- Easy access to Manhattan and elsewhere is nearby at the Journal Square Transportation Center, with PATH train service into both Lower and Midtown Manhattan. The Transportation Center’s bus station provides bus service into New York City and many New Jersey locations, including Newark Liberty International Airport. --- One month free on a 13 month lease for all available apartments.",,55 Jordan Ave_1506,0,25-03-2022,25-03-2022,
184,https://www.compass.com/listing/179-oakland-avenue-unit-2-jersey-city-nj-07306/994723080200312649/,#2,2,1,1850,,800,,,"179 Oakland Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,179 Oakland Ave,The Heights,Rental,Dryer; Private Entrance; Stainless Steel Appliances; Walk-in Closet; Washer; Washer / Dryer in Unit; ,"Fall in love with this 2BR/1BA ,800 sq feet unit featuring stainless steel appliances ,in unit washer dryer and a fireplace. Newly renovated bathroom vanity, large walk-in closet, a private entrance and windows in every room that keeps the unit flooded with sunlight all day long. All of this and only minutes walk to the bus station or Journal Square PATH for a quick and easy commute to the city.",,179 Oakland Ave_#2,0,25-03-2022,25-03-2022,
185,https://www.compass.com/listing/91-clifton-place-unit-2-jersey-city-nj-07304/984313143062478249/,2,1,1,1700,,,,,"91 Clifton Pl, Jersey City, NJ 07304",Jersey City,Jersey City,NJ,91 Clifton Pl,Bergen-Lafayette,Rental,Air Conditioning; Foyer; Hardwood Floors; Pantry; Parking Available; Private Parking; ,"Ready to move in! This is a spacious unit with lots of sunlight and hardwood floors all throughout. Featuring a master bedroom, small foyer, living room very welcoming and full of light w/ 2 closets. Full bath, storage closet and eat in kitchen with pantry. Located in the well known section of journal sq, mcginley square! Walking distance to public transportation, minutes away from the path train in jsq, easy access to major routes in nj. Close to restaurants, markets, schools, parks, etc. Don't miss it and make your appt today!",,91 Clifton Pl_2,0,25-03-2022,25-03-2022,
186,https://www.compass.com/listing/461-newark-avenue-unit-3c-jersey-city-nj-07306/997800600517196953/,3C,2,2,3600,,1130,3,,"461 Newark Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,461 Newark Ave,Hilltop,Rental,Air Conditioning; Contemporary; Doorman; Elevator; Laundry in Building; Parking Included; Stainless Steel Appliances; ,"Welcome to 461 On The Hill, Jersey City's newest rental community. Located in the Island Section, and steps from The Villages section, this building offers spacious rooms, NYC views from upper floors and parking. Built with a focus on design and style, these homes offer quartz countertops in Calcutta, stainless steel appliances, two tone cabinets, and classic interiors with a modern edge. 461 On The Hill sits on the heart of Jersey City, offering a variety of one and two bedroom+ layouts, perfectly suited for contemporary urban lifestyles.",,461 Newark Ave_3C,0,25-03-2022,25-03-2022,
187,https://www.compass.com/listing/39-new-york-avenue-unit-227-jersey-city-nj-07307/994239137347346633/,227,0,1,2545,,550,2,,"39 New York Ave, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,39 New York Ave,The Heights,Rental,Air Conditioning; Elevator; Garage; Gym; On-site Parking; Parking Included; Private Outdoor Space; Washer / Dryer in Unit; ,"Sawyer, a brand-new Jersey City apartment community radiating with the warmth and personality of home. Our close-knit community is nestled between The Heights and Hoboken, revealing a laid-back vibe amid delightfully peaceful surroundings. Sawyer is just a few minutes from the Light-Rail, offering a shuttle service to the PATH and On-Site parking. Refreshingly spacious apartments and pleasant amenities which contribute to a community boasting an inviting atmosphere, skyline views, and access to just about everything.",,39 New York Ave_227,0,25-03-2022,25-03-2022,
188,https://www.compass.com/listing/39-new-york-avenue-unit-228-jersey-city-nj-07307/994239151608872825/,228,0,1,2495,,508,2,,"39 New York Ave, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,39 New York Ave,The Heights,Rental,Air Conditioning; Elevator; Garage; Gym; On-site Parking; Parking Included; Private Outdoor Space; Washer / Dryer in Unit; ,"Sawyer, a brand-new Jersey City apartment community radiating with the warmth and personality of home. Our close-knit community is nestled between The Heights and Hoboken, revealing a laid-back vibe amid delightfully peaceful surroundings. Sawyer is just a few minutes from the Light-Rail, offering a shuttle service to the PATH and On-Site parking. Refreshingly spacious apartments and pleasant amenities which contribute to a community boasting an inviting atmosphere, skyline views, and access to just about everything.",,39 New York Ave_228,0,25-03-2022,25-03-2022,
189,https://www.compass.com/listing/253-academy-street-unit-506-jersey-city-nj-07306/978540745207197081/,506,0,1,1600,,,5,,"253 Academy St, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,253 Academy St,Bergen Square,Rental,Air Conditioning; Business Center; Deck; Elevator; Gym; Laundry; Laundry in Building; Private Outdoor Space; ,"Welcome to the Moxie JC! This brand-new construction community is located just 3 blocks from the JSQ Path Station. This elevator building features, a Community Room, Outdoor Deck w/BBQ's Plus an additional Roof Top Lounge with sweeping views of Jersey City and NYC. Residents will enjoy the use of a Business Center, Fitness and Laundry Rooms On-site. This community put technology in mind to make daily activities easier, featuring: Smart Access via Butterfly MX, package security via Luxor, ease of laundry via ShinePay, and an extensive library of interactive workouts via the Mirror. Our Studio homes all feature full size appliances, a variety of layouts and storage options.",,253 Academy St_506,0,25-03-2022,25-03-2022,
190,https://www.compass.com/listing/45-river-drive-south-unit-307-jersey-city-nj-07310/986390067900847809/,307,2,1,2900,,,3,,"45 River Dr, Jersey City, NJ 07310",Jersey City,Jersey City,NJ,45 River Dr,Newport,Rental,Air Conditioning; Dishwasher; Doorman; Elevator; Gym; Laundry in Building; Renovated Kitchen; ,Newly upgraded 2 bedroom condo in Newport. Renovated kitchen with Granite counter tops and new dishwasher and new cabinets. Upgraded engineered hardwood flooring through out. New bathroom with new paint. Close to all transportation and shopping. Move right in.,,45 River Dr_307,0,25-03-2022,25-03-2022,
191,https://www.compass.com/listing/27-bleecker-street-unit-2-jersey-city-nj-07307/993558221235211673/,2,3,1,2300,,900,,,"27 Bleecker St, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,27 Bleecker St,The Heights,Rental,Air Conditioning; Balcony; Dryer; No Pets; ,3 bedrooms in move in conditions. Near almost anything and everything. Central ave shopping district. Congress st light rail station and nyc bus stop. Nice balcony facing street. No pets no smoking no washer and dryer,,27 Bleecker St_2,0,25-03-2022,25-03-2022,
192,https://www.compass.com/listing/259-1st-street-unit-2-hoboken-nj-07030/993487927133706473/,2,3,3.5,5850,,,,,"259 1st St, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,259 1st St,Southwest Hoboken,Rental,Dishwasher; Microwave; Refrigerator; ,"ENTRANCE @ 256 NEWARK STREET.  3 Bedroom, 3.5 Bathroom duplex in Downtown Hoboken! Kitchen features Stainless Steel GE Appliances, microwave, refrigerator and dishwasher, Kohler faucet & island w/breakfast bar. The open plan living areas & well-proportioned bedrooms are a perfect match for the urban family or roommates. Samsung Washer/Dryer room, high efficient HVAC and on demand hot water. Conveniently located near parking, parks, schools & minutes to Hoboken Path train and Washington Street. Available for a 4/1 move in.",,259 1st St_2,0,25-03-2022,25-03-2022,
193,https://www.compass.com/listing/401-2nd-street-unit-3-jersey-city-nj-07302/992669944352889657/,3,2,1,2300,,,,,"401 2nd St, Jersey City, NJ 07302",Jersey City,Jersey City,NJ,401 2nd St,The Village,Rental,Air Conditioning; Deck; Private Outdoor Space; ,Fantastic two bedroom one bath unit on third floor with private deck in back overlooking a park. Great location. Bedrooms on opposite sides of unit so it's perfect for a share situation.,04/01/2022,401 2nd St_3,1,25-03-2022,25-03-2022,
194,https://www.compass.com/listing/60-cottage-street-unit-1a-jersey-city-nj-07306/997949269296464977/,1A,1,1,2300,,,1,,"60 Cottage St, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,60 Cottage St,Five Corners,Rental,Air Conditioning; Common Roof Deck; Deck; Elevator; Gym; Hot Water Included; Laundry in Building; No Dogs; Private Outdoor Space; ,"Welcome to this Newly renovated spacious apartment in a charming prewar elevator building! This unit is located in the heart of Journal Square, Jersey City! Minutes walk to the path, restaurants, shops, high ways and other public transportation. Heat and hot water included! (Gym and roof deck are renderings). Pets allowed (no dogs).",,60 Cottage St_1A,0,25-03-2022,25-03-2022,
195,https://www.compass.com/listing/24-wegman-parkway-unit-2-jersey-city-nj-07305/994158761690440993/,2,3,1,2000,,,,,"24 Wegman Pkwy, Jersey City, NJ 07305",Jersey City,Jersey City,NJ,24 Wegman Pkwy,The Hill,Rental,Air Conditioning; Parking Available; Parking Included; ,"A commuter's dream in a quiet neighborhood just 3 blocks from the Hudson-Bergen Lightrail, near the NJ Turnpike Exit 14B, Liberty Park and Bayside Park. This updated three bedroom apartment with TWO bonus rooms is a must see! Parking available for an additional $100 per month.",,24 Wegman Pkwy_2,0,25-03-2022,25-03-2022,
196,https://www.compass.com/listing/4-garrison-avenue-unit-2-jersey-city-nj-07306/997051294482618457/,2,2,1,2000,,,,,"4 Garrison Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,4 Garrison Ave,McGinley Square,Rental,Hardwood Floors; ,"Newly renovated 2.5 bedroom 1 bath apartment. Featuring an open concept with granite counter tops, and hardwood floors, close to all parks and schools and Centrally located minutes away from the path and all public transportation to NYC.",04/01/2022,4 Garrison Ave_2,1,25-03-2022,25-03-2022,
197,https://www.compass.com/listing/358-stegman-parkway-unit-2-jersey-city-nj-07305/983312562313426969/,2,2,1,2000,,1000,,,"358 Stegman Pkwy, Jersey City, NJ 07305",Jersey City,Jersey City,NJ,358 Stegman Pkwy,Hackensack River Waterfront,Rental,Air Conditioning; Attic; Basement; Formal Dining Room; Hardwood Floors; Laundry in Building; Washer / Dryer in Unit; ,"Welcome home to the most spacious and charming 2 bedroom + den in the heart of the peaceful West Side of Jersey City! This south facing unit boasts tons of sunlight, 10 ft ceilings, and hardwood floors throughout. This home offers 2 LARGE bedrooms and 1 office sized bedroom, a formal dining room, and storage space in the attic. All utilities (except water) are separate. Washer/dryer hookups are available in basement (accessible from side stairway). Tenants must bring their own machines. This property is 1 block from NJCU, 7 blocks from West Side Light Rail Station, and down the block from Kennedy Blvd bus stop. Schedule your private tour today!",,358 Stegman Pkwy_2,0,25-03-2022,25-03-2022,
198,https://www.compass.com/listing/93-hancock-avenue-unit-1-jersey-city-nj-07307/997966468610341641/,1,3,2.5,3900,,1600,,,"93 Hancock Ave, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,93 Hancock Ave,The Heights,Rental,Air Conditioning; Central AC; Hardwood Floors; Parking Included; Recessed Lighting; Stainless Steel Appliances; ,"1600 sq ft duplex featuring 3 BRs, 2.5 BAs and a private backyard. This new construction unit includes hardwood floors, recessed lighting, central AC, surround sound in the living room/backyard and ample closet space. The kitchen features stainless steel appliances, wine fridge, and white quartz countertops. Bathrooms are equipped with modern vessel vanities, Italian tile, and rain shower heads. Conveniently located near transportation, shopping, restaurants, parks, etc.",,93 Hancock Ave_1,0,25-03-2022,25-03-2022,
199,https://www.compass.com/listing/39-new-york-avenue-unit-322-jersey-city-nj-07307/994247660877979529/,322,2,2,3990,,1181,3,,"39 New York Ave, Jersey City, NJ 07307",Jersey City,Jersey City,NJ,39 New York Ave,The Heights,Rental,Air Conditioning; Elevator; Garage; Gym; On-site Parking; Parking Included; Private Outdoor Space; Washer / Dryer in Unit; ,"Sawyer, a brand-new Jersey City apartment community radiating with the warmth and personality of home. Our close-knit community is nestled between The Heights and Hoboken, revealing a laid-back vibe amid delightfully peaceful surroundings. Sawyer is just a few minutes from the Light-Rail, offering a shuttle service to the PATH and On-Site parking. Refreshingly spacious apartments and pleasant amenities which contribute to a community boasting an inviting atmosphere, skyline views, and access to just about everything.",,39 New York Ave_322,0,25-03-2022,25-03-2022,
200,https://www.compass.com/listing/225-st-pauls-avenue-unit-14n-jersey-city-nj-07306/997182565166701025/,14N,0,1,1700,,554,14,,"225 St Pauls Ave, Jersey City, NJ 07306",Jersey City,Jersey City,NJ,225 St Pauls Ave,Five Corners,Rental,Air Conditioning; Central AC; Doorman; Elevator; ,"Large studio features 554 sq ft of living space, spacious kitchen with granite counter tops, , ceramic tiled bathrooms. Large windows, plenty of closets. Rent Includes; Heat, hot water, cooking gas and central A/C. Fantastic location. The Jewel of Jersey City! Elegance. Tradition. Luxury. 225 St Pauls Condo Association is the only choice for those desiring a gracious lifestyle with comfort and convenience in our prestigious setting. This fashionable, 17-story high-rise is only 22 minutes from Midtown Manhattan and four short blocks to Journal Square PATH trains. Best of everything is never far away. Now you can move up without moving away. When style and convenience are important, choose 225 St Pauls Condo Association.",,225 St Pauls Ave_14N,0,25-03-2022,25-03-2022,
201,https://www.compass.com/listing/1405-adams-street-unit-205-hoboken-nj-07030/994995517038875785/,205,1,1,3495,,789,2,,"1405 Adams St, Hoboken, NJ 07030",Hoboken,Jersey City,NJ,1405 Adams St,Northwest Hoboken,Rental,Air Conditioning; Barbecue Area; Doorman; Dryer; Elevator; Garage; Gym; High Ceilings; Kitchenette; On-site Parking; Parking Available; Parking Included; Private Outdoor Space; Resident's Lounge; Stainless Steel Appliances; Washer; Washer / Dryer in Unit; ,"Edge Lofts newest property, the state-of-the-art Edge Adams offers sustainably crafted one and two bedroom residences created for the stylish urbanite. Every detail was designed for a healthy, active life, from the in-house fitness center to the environmentally conscious, LEED certified buildings. Residence interior finishes and community amenities include: Residents’ lounge with entertainment options, kitchenette, and play area On-site parking including an automated parking system, 2,786 sq ft outdoor terrace with lush native landscaping, barbecue grill and lounge, private fitness center, Indoor bike storage, white oak wood plank flooring, high ceilings, custom Italian-inspired kitchen cabinets and Caesarstone countertops Stainless Steel appliances Washer and Dryer Oversized operable windows - High efficiency central air heating + cooling, Moen bathroom fixtures, porcelain wall and floor tile, custom vanity with Caesarstone top in bathroom. Pictures are of 05 model. Tenant is responsible for utilities.",,1405 Adams St_205,0,25-03-2022,25-03-2022,
